,TC,IMPORTE,TOTAL MX,TOTAL SAT
2195,1.0,0.0,0.0,0.0
2196,1.0,46.3,53.71,53.71
2197,1.0,490.0,568.4,568.4
2198,1.0,0.0,0.0,0.0
2199,1.0,4817.24,5588.0,5588.0
2200,1.0,0.0,0.0,2532.8
2201,1.0,0.0,0.0,1725.8
2202,1.0,0.0,0.0,2657.85
2203,1.0,496.11,575.49,575.49
2204,1.0,168.03,194.91,194.91
2205,1.0,555.0,643.8,643.8
2206,1.0,1950.0,2262.0,2262.0
2207,1.0,1300.0,1508.0,1508.0
2208,1.0,111.6,129.46,129.46
2209,1.0,669.6,776.74,776.74
2210,1.0,0.0,0.0,358.5
2211,1.0,50.27,58.32,58.32
2212,1.0,110.0,127.6,127.6
2213,1.0,5600.0,6496.0,6496.0
2214,1.0,1249.52,1449.44,1449.44
2215,1.0,2160.0,2505.6,2505.6
2216,1.0,5551.38,6439.6,6439.6
2217,1.0,5551.98,6440.3,6440.3
2218,1.0,592.57,687.38,687.38
2219,1.0,0.0,0.0,525.75
2220,1.0,0.0,0.0,1165.1
2221,1.0,0.0,0.0,319.95
2222,1.0,0.0,0.0,0.0
2223,1.0,4664.0,5410.24,5410.24
2224,1.0,0.0,0.0,0.0
2225,1.0,82.76,96.0,96.0
2226,1.0,543.2,630.11,630.11
2227,1.0,2520.0,2923.2,2923.2
2228,1.0,300.0,348.0,348.0
2229,1.0,1275.0,1479.0,1479.0
2230,1.0,850.0,986.0,986.0
2231,1.0,0.0,0.0,170.0
2232,1.0,149.1,172.96,172.96
2233,1.0,8700.0,10092.0,10092.0
2234,1.0,0.0,0.0,0.0
2235,1.0,0.0,0.0,0.0
2236,1.0,6949.5,7644.45,7644.45
2237,1.0,14137.01,15550.71,15550.71
2238,1.0,7350.0,8526.0,8526.0
2239,1.0,0.0,0.0,0.0
2240,1.0,5602.59,6499.0,6499.0
2241,1.0,-669.6,-776.74,-776.74
2242,1.0,-111.6,-129.46,-129.46
2243,1.0,179.55,208.28,208.28
2244,1.0,0.0,0.0,0.0
2245,1.0,1712.89,1986.95,1986.95
2246,1.0,182.26,211.42,211.42
2247,1.0,45.69,53.0,53.0
2248,1.0,208.05,241.33,241.33
2249,1.0,594.0,689.04,689.04
2250,1.0,473.28,549.01,549.01
2251,1.0,2208.54,2561.91,2561.91
2252,1.0,18870.85,20757.94,20757.94
2253,1.0,7840.8,9095.33,9095.33
2254,1.0,23267.08,26989.81,26989.81
2255,1.0,0.0,0.0,0.0
2256,1.0,3234.0,3751.44,3751.44
2257,1.0,300.0,348.0,348.0
2258,1.0,0.01,0.01,0.0
2259,1.0,0.01,0.01,0.0
2260,1.0,2637.9,3059.96,3059.96
2261,1.0,2850.0,3306.0,3306.0
2262,1.0,366.4,425.02,425.02
2263,1.0,0.0,0.0,0.0
2264,1.0,215.52,250.0,250.0
2265,1.0,301.72,350.0,350.0
2266,1.0,1034.48,1200.0,1200.0
2267,1.0,355.04,411.85,411.85
2268,1.0,394.81,457.98,457.98
2269,1.0,8430.0,9778.8,9778.8
2270,1.0,6123.88,7103.7,7103.7
2271,1.0,144.0,144.0,144.0
2272,1.0,5000.0,4766.66,4766.66
2273,1.0,3855.0,4471.8,4471.8
2274,1.0,79.62,92.36,92.36
2275,1.0,15.19,17.62,17.62
2276,1.0,955.0,1107.8,1107.8
2277,1.0,83.16,96.46,96.46
2278,1.0,640.0,742.4,742.4
2279,1.0,0.0,0.0,0.0
2280,1.0,5720.0,6635.2,6635.2
2281,1.0,332.0,385.12,385.12
2282,1.0,1207.46,1400.65,1400.65
2283,1.0,390.0,452.4,452.4
2284,1.0,4449.6,5161.54,5161.54
2285,1.0,1658.9,1924.32,1924.32
2286,1.0,648.97,750.04,750.04
2287,1.0,15391.0,17853.56,17853.56
2288,1.0,3577.59,4150.0,4150.0
2289,1.0,9060.0,10509.6,10509.6
2290,1.0,0.01,0.01,0.0
2291,1.0,480.0,556.8,556.8
2292,1.0,865.28,1000.0,1000.0
2293,1.0,173.06,200.0,200.0
2294,1.0,185.76,215.48,215.48
2295,1.0,2700.0,3132.0,3132.0
2296,1.0,18.97,22.0,22.0
2297,1.0,263.22,305.34,305.34
2298,1.0,3300.0,3828.0,3828.0
2299,1.0,0.0,0.0,0.0
2300,1.0,343.23,398.15,398.15
2301,1.0,1722.93,1998.6,1998.6
2302,1.0,93.4,108.34,108.34
2303,1.0,10489.51,10000.0,10000.0
2304,1.0,120.67,139.97,139.97
2305,1.0,2865.0,3323.4,3323.4
2306,1.0,362.62,420.63,420.63
2307,1.0,857.05,994.18,994.18
2308,1.0,5754.57,6675.3,6675.3
2309,1.0,126.72,147.0,147.0
2310,1.0,489.2,567.47,567.47
2311,1.0,8720.48,9592.53,9592.53
2312,1.0,0.0,0.0,214.9
2313,1.0,0.0,0.0,2146.5
2314,1.0,15285.12,16813.63,16813.63
2315,1.0,146.26,169.66,169.66
2316,1.0,1982.76,2300.0,2300.0
2317,1.0,6660.0,6349.2,6349.2
2318,1.0,0.0,0.0,0.0
2319,1.0,0.0,0.0,0.0
2320,1.0,138.13,160.23,160.23
2321,1.0,2699.83,3131.8,3131.8
2322,1.0,391.98,454.7,454.7
2323,1.0,20116.82,22128.5,22128.5
2324,1.0,7437.6,8627.62,8627.62
2325,1.0,371.29,430.69,430.69
2326,1.0,4885.98,5609.82,5609.82
2327,1.0,1651.91,1916.22,1916.22
2328,1.0,0.0,0.0,0.0
2329,1.0,0.0,0.0,0.0
2330,1.0,20.95,24.3,24.3
2331,1.0,3600.0,4176.0,4176.0
2332,1.0,315.0,365.4,365.4
2333,1.0,180.0,180.0,180.0
2334,1.0,0.0,0.0,1574.55
2335,1.0,0.0,0.0,0.0
2336,1.0,5899.0,6842.84,6842.84
2337,1.0,3686.0,4275.76,4275.76
2338,1.0,2275.0,2639.0,2639.0
2339,1.0,80.25,93.09,93.09
2340,1.0,3614.4,4192.7,4192.7
2341,1.0,144.0,167.04,167.04
2342,1.0,343.97,399.0,399.0
2343,1.0,2000.0,2320.0,2320.0
2344,1.0,1655.17,1920.0,1920.0
2345,1.0,0.0,0.0,0.0
2346,1.0,0.0,0.0,0.0
2347,1.0,2398.0,26693.32,26693.32
2348,1.0,6000.0,6960.0,6960.0
2349,1.0,2209.99,2563.59,2563.59
2350,1.0,178.57,200.0,200.0
2351,1.0,66.96,77.67,77.67
2352,1.0,376.4,436.62,436.62
2353,1.0,266.44,309.07,309.07
2354,1.0,0.0,0.0,0.0
2355,1.0,198.0,229.68,229.68
2356,1.0,1350.0,1566.0,1566.0
2357,1.0,25.69,29.8,29.8
2358,1.0,297.41,345.0,345.0
2359,1.0,2398.0,2723.5,3027.0
2360,1.0,168.73,195.0,195.0
2361,1.0,900.0,1044.0,1044.0
2362,1.0,0.0,0.0,303.0
2363,1.0,0.0,0.0,72.0
2364,1.0,3.52,4.08,4.08
2365,1.0,885.0,1026.6,1026.6
2366,1.0,0.0,0.0,0.0
2367,1.0,0.0,0.0,0.0
2368,1.0,1606.0,1862.96,1862.96
2369,1.0,3286.8,3812.69,3812.69
2370,1.0,560.0,649.6,649.6
2371,1.0,63.67,73.86,73.86
2372,1.0,9113.94,10025.33,10025.33
2373,1.0,4200.0,4872.0,4872.0
2374,1.0,15457.01,17002.71,17002.71
2375,1.0,0.0,0.0,0.0
2376,1.0,0.0,0.0,318.0
2377,1.0,1820.95,2112.3,2112.3
2378,1.0,62.27,72.23,72.23
2379,1.0,815.02,945.42,945.42
2380,1.0,343.06,397.95,397.95
2381,1.0,20858.37,22944.21,22944.21
2382,1.0,9222.29,10697.86,10697.86
2383,1.0,2715.0,3149.4,3149.4
2384,1.0,3000.0,3480.0,3480.0
2385,1.0,3251.25,3771.45,3771.45
2386,1.0,0.0,0.0,0.0
2387,1.0,28.82,33.43,33.43
2388,1.0,22259.63,22259.63,22259.63
2389,1.0,144.0,144.0,144.0
2390,1.0,24.7,28.65,28.65
2391,1.0,140.0,162.4,162.4
2392,1.0,160.0,185.6,185.6
2393,1.0,44.88,52.06,52.06
2394,1.0,21.04,24.41,24.41
2395,1.0,4080.0,4732.8,4732.8
2396,1.0,1770.0,2053.2,2053.2
2397,1.0,6738.62,7816.8,7816.8
2398,1.0,81.84,94.94,94.94
2399,1.0,3603.75,4180.35,4180.35
2400,1.0,5067.42,5878.21,5878.21
2401,1.0,652.41,754.02,754.02
2402,1.0,20522.31,20522.31,20522.31
2403,1.0,500.0,580.0,580.0
2404,1.0,3180.0,3688.8,3688.8
2405,1.0,1068.0,1238.88,1238.88
2406,1.0,621.58,721.03,721.03
2407,1.0,250.0,250.0,250.0
2408,1.0,3128.0,3628.48,3628.48
2409,1.0,0.0,0.0,2334.45
2410,1.0,0.0,0.0,2211.25
2411,1.0,0.0,0.0,0.0
2412,1.0,0.0,0.0,0.0
2413,1.0,2250.0,2610.0,2610.0
2414,1.0,3660.0,4245.6,4245.6
2415,1.0,232.66,269.88,269.88
2416,1.0,193.71,224.7,224.7
2417,1.0,343.96,398.99,398.99
2418,1.0,350.0,406.0,406.0
2419,1.0,2640.0,3062.4,3062.4
2420,1.0,187.2,217.15,217.15
2421,1.0,0.0,0.0,0.0
2422,1.0,1360.78,1578.5,1578.5
2423,1.0,395.83,459.17,459.17
2424,1.0,3250.0,3770.0,3770.0
2425,1.0,7003.39,7703.73,7703.73
2426,1.0,134.57,156.1,156.1
2427,1.0,3400.0,3944.0,3944.0
2428,1.0,0.0,0.0,0.0
2429,1.0,14624.0,16086.4,16086.4
2430,1.0,9400.0,10904.0,10904.0
2431,1.0,1428.0,1656.48,1656.48
2432,1.0,1775.67,2059.77,2059.77
2433,1.0,1367.29,1586.05,1586.05
2434,1.0,20858.37,22944.21,22944.21
2435,1.0,1606.0,1862.96,1862.96
2436,1.0,944.8,1095.97,1095.97
2437,1.0,0.0,0.0,0.0
2438,1.0,2670.87,2670.87,2670.87
2439,1.0,0.0,0.0,0.0
2440,1.0,2398.0,2723.5,3027.0
2441,1.0,2361.0,2738.76,2738.76
2442,1.0,6660.0,6349.2,6349.2
2443,1.0,144.0,144.0,144.0
2444,1.0,970.0,1125.2,1125.2
2445,1.0,27.89,32.35,32.35
2446,1.0,53.9,62.53,62.53
2447,1.0,496.0,575.36,575.36
2448,1.0,1784.07,1962.48,1962.48
2449,1.0,0.0,0.0,1390.9
2450,1.0,0.0,0.0,0.0
2451,1.0,0.0,0.0,0.0
2452,1.0,0.0,0.0,0.0
2453,1.0,1440.0,1670.4,1670.4
2454,1.0,452.4,524.78,524.78
2455,1.0,10363.93,12022.16,12022.16
2456,1.0,4323.6,5015.38,5015.38
2457,1.0,0.0,0.0,0.0
2458,1.0,0.0,0.0,265.0
2459,1.0,71.9,83.4,83.4
2460,1.0,560.0,649.6,649.6
2461,1.0,420.0,487.2,487.2
2462,1.0,9900.0,11484.0,11484.0
2463,1.0,0.0,0.0,0.0
2464,1.0,3528.86,4093.48,4093.48
2465,1.0,264.6,306.94,306.94
2466,1.0,1617.72,1876.56,1876.56
2467,1.0,453.0,525.48,525.48
2468,1.0,10300.0,10348.0,10348.0
2469,1.0,3299.5,3827.42,3827.42
2470,1.0,2560.71,2970.44,2970.44
2471,1.0,-4113.83,-4772.03,-4772.03
2472,1.0,2100.0,2436.0,2436.0
2473,1.0,16170.0,18757.2,18757.2
2474,1.0,5390.0,6252.4,6252.4
2475,1.0,189.02,219.26,219.26
2476,1.0,4086.0,4739.76,4739.76
2477,1.0,1336.21,1550.0,1550.0
2478,1.0,2937.0,3406.92,3406.92
2479,1.0,106.37,120.18,120.18
2480,1.0,1955.0,2267.8,2267.8
2481,1.0,0.0,0.0,0.0
2482,1.0,1522.0,1765.52,1765.52
2483,1.0,15000.0,17400.0,17400.0
2484,1.0,0.85,0.99,0.99
2485,1.0,2398.0,2723.5,28600.0
2486,1.0,173.57,201.34,201.34
2487,1.0,523.95,607.78,607.78
2488,1.0,4792.05,4817.97,4817.97
2489,1.0,0.0,0.0,0.0
2490,1.0,0.0,0.0,0.0
2491,1.0,0.01,0.01,0.0
2492,1.0,18079.2,18079.2,18079.2
2493,1.0,11575.0,13427.0,13427.0
2494,1.0,144.83,168.0,168.0
2495,1.0,5551.38,6439.6,6439.6
2496,1.0,5551.98,6440.3,6440.3
2497,1.0,6091.86,6701.05,6701.05
2498,1.0,103.94,120.57,120.57
2499,1.0,13901.5,15291.65,15291.65
2500,1.0,2250.0,2610.0,2610.0
2501,1.0,1500.0,1740.0,1740.0
2502,1.0,257.76,299.0,299.0
2503,1.0,243.3,282.23,282.23
2504,1.0,3012.98,3487.04,3487.04
2505,1.0,270.11,313.33,313.33
2506,1.0,18401.53,20241.68,20241.68
2507,1.0,5950.08,6902.09,6902.09
2508,1.0,490.0,568.4,568.4
2509,1.0,5038.89,5845.11,5845.11
2510,1.0,0.0,0.0,2955.75
2511,1.0,144.0,144.0,144.0
2512,1.0,1500.0,1740.0,1740.0
2513,1.0,121.92,141.43,141.43
2514,1.0,250.0,290.0,290.0
2515,1.0,195.72,227.04,227.04
2516,1.0,0.0,0.0,0.0
2517,1.0,0.0,0.0,0.0
2518,1.0,2178.0,2526.48,2526.48
2519,1.0,8361.39,9699.22,9699.22
2520,1.0,0.0,0.0,0.0
2521,1.0,637.26,736.49,736.49
2522,1.0,0.0,0.0,0.0
2523,1.0,0.0,0.0,0.0
2524,1.0,0.0,0.0,0.0
2525,1.0,0.0,0.0,0.0
2526,1.0,0.0,0.0,0.0
2527,1.0,2908.99,3374.43,3374.43
2528,1.0,0.0,0.0,0.0
2529,1.0,0.0,0.0,0.0
2530,1.0,0.0,0.0,0.0
2531,1.0,884.85,1026.43,1026.43
2532,1.0,5000.0,4766.66,4766.66
2533,1.0,151.98,176.3,176.3
2534,1.0,920.0,1067.2,1067.2
2535,1.0,473.28,549.01,549.01
2536,1.0,2180.27,2529.11,2529.11
2537,1.0,0.0,0.0,0.0
2538,1.0,250.0,290.0,290.0
2539,1.0,343.97,399.0,399.0
2540,1.0,2890.0,3352.4,3352.4
2541,1.0,380.0,440.8,440.8
2542,1.0,16170.0,18757.2,18757.2
2543,1.0,37.93,44.0,44.0
2544,1.0,320.0,371.2,371.2
2545,1.0,80.13,92.95,92.95
2546,1.0,1176.43,1364.66,1364.66
2547,1.0,55.94,64.89,64.89
2548,1.0,4139.22,4801.5,4801.5
2549,1.0,184.0,213.44,213.44
2550,1.0,1207.46,1400.65,1400.65
2551,1.0,865.34,1000.0,1000.0
2552,1.0,6770.07,7447.08,7447.08
2553,1.0,1449.8,1681.77,1681.77
2554,1.0,14500.35,15950.39,15950.39
2555,1.0,2400.0,2784.0,2784.0
2556,1.0,142.26,165.02,165.02
2557,1.0,4230.0,4906.8,4906.8
2558,1.0,65.22,75.43,75.43
2559,1.0,1673.43,1941.18,1941.18
2560,1.0,592.65,687.47,687.47
2561,1.0,-2937.0,-3406.92,-3406.92
2562,1.0,2937.0,3406.92,3406.92
2563,1.0,320.0,371.2,371.2
2564,1.0,20879.8,22967.78,22967.78
2565,1.0,114.89,130.13,130.13
2566,1.0,698.0,809.68,809.68
2567,1.0,262.0,303.92,303.92
2568,1.0,5934.76,6884.32,6884.32
2569,1.0,622.0,721.52,721.52
2570,1.0,0.0,0.0,0.0
2571,1.0,0.0,0.0,0.0
2572,1.0,63.67,73.86,73.86
2573,1.0,6660.0,6349.2,6349.2
2574,1.0,144.0,144.0,144.0
2575,1.0,250.0,290.0,290.0
2576,1.0,4650.0,5394.0,5394.0
2577,1.0,510.0,591.6,591.6
2578,1.0,318.1,369.0,369.0
2579,1.0,53.75,62.35,62.35
2580,1.0,2400.0,2784.0,2784.0
2581,1.0,500.0,580.0,580.0
2582,1.0,1192.1,1382.84,1382.84
2583,1.0,7760.0,9001.6,9001.6
2584,1.0,19249.72,22329.68,22329.68
2585,1.0,0.0,0.0,8132.8
2586,1.0,0.0,0.0,69.95
2587,1.0,600.0,696.0,696.0
2588,1.0,0.0,0.0,0.0
2589,1.0,1166.02,1352.58,1352.58
2590,1.0,2398.0,2723.5,3027.0
2591,1.0,225.25,261.29,261.29
2592,1.0,0.0,0.0,0.0
2593,1.0,0.0,0.0,0.0
2594,1.0,16170.0,18757.2,18757.2
2595,1.0,104.78,121.55,121.55
2596,1.0,78.31,90.84,90.84
2597,1.0,280.84,325.77,325.77
2598,1.0,756.4,877.42,877.42
2599,1.0,0.0,0.0,0.0
2600,1.0,1843.0,2137.88,2137.88
2601,1.0,7840.0,9094.4,9094.4
2602,1.0,1200.0,1392.0,1392.0
2603,1.0,0.0,0.0,0.0
2604,1.0,3435.58,3985.27,3985.27
2605,1.0,368.86,427.88,427.88
2606,1.0,480.49,555.28,555.28
2607,1.0,2800.0,3248.0,3248.0
2608,1.0,333.38,386.72,386.72
2609,1.0,0.0,0.0,0.0
2610,1.0,1947.0,2258.52,2258.52
2611,1.0,7840.8,9095.33,9095.33
2612,1.0,2000.0,2320.0,2320.0
2613,1.0,42.34,49.11,49.11
2614,1.0,360.0,417.6,417.6
2615,1.0,555.0,643.8,643.8
2616,1.0,4500.0,5220.0,5220.0
2617,1.0,31.53,36.57,36.57
2618,1.0,160.45,186.12,186.12
2619,1.0,251.2,291.39,291.39
2620,1.0,0.0,0.0,0.0
2621,1.0,0.0,0.0,0.0
2622,1.0,0.0,0.0,0.0
2623,1.0,0.0,0.0,0.0
2624,1.0,0.0,0.0,0.0
2625,1.0,8797.48,9677.23,9677.23
2626,1.0,89.49,103.81,103.81
2627,1.0,12340.8,12395.33,12395.33
2628,1.0,15285.1,16813.61,16813.61
2629,1.0,2400.0,2784.0,2784.0
2630,1.0,0.0,0.0,0.0
2631,1.0,12609.0,14626.44,14626.44
2632,1.0,2398.0,2723.5,28600.0
2633,1.0,2905.14,3349.47,3349.47
2634,1.0,115.06,133.47,133.47
2635,1.0,21286.37,23415.01,23415.01
2636,1.0,3847.05,4462.58,4462.58
2637,1.0,0.0,0.0,0.0
2638,1.0,96.72,112.2,112.2
2639,1.0,0.0,0.0,0.0
2640,1.0,353.47,410.03,410.03
2641,1.0,8919.4,10346.5,10346.5
2642,1.0,73.97,85.81,85.81
2643,1.0,10260.77,11902.49,11902.49
2644,1.0,4313.41,5003.56,5003.56
2645,1.0,10811.97,12541.89,12541.89
2646,1.0,3250.0,3770.0,3770.0
2647,1.0,5323.26,6174.98,6174.98
2648,1.0,0.0,0.0,0.0
2649,1.0,2398.0,2723.5,30329.51
2650,1.0,6500.0,7540.0,7540.0
2651,1.0,395.93,459.28,459.28
2652,1.0,0.0,0.0,0.0
2653,1.0,0.0,0.0,0.0
2654,1.0,775.0,899.0,899.0
2655,1.0,519.0,602.04,602.04
2656,1.0,0.0,0.0,0.0
2657,1.0,206.9,240.0,240.0
2658,1.0,990.0,1148.4,1148.4
2659,1.0,0.0,0.0,0.0
2660,1.0,0.0,0.0,0.0
2661,1.0,108.0,108.0,108.0
2662,1.0,593.22,688.14,688.14
2663,1.0,206.9,240.0,240.0
2664,1.0,0.0,0.0,0.0
2665,1.0,0.0,0.0,0.0
2666,1.0,181.03,210.0,210.0
2667,1.0,230.17,267.0,267.0
2668,1.0,1602.0,1602.0,1602.0
2669,1.0,0.0,0.0,0.0
2670,1.0,525.0,609.0,609.0
2671,1.0,1950.0,2262.0,2262.0
2672,1.0,204.32,237.0,237.0
2673,1.0,289.65,335.99,335.99
2674,1.0,978.45,1135.0,1135.0
2675,1.0,8797.0,10204.52,10204.52
2676,1.0,372.0,431.52,431.52
2677,1.0,10063.93,11070.32,11070.32
2678,1.0,15285.1,16813.61,16813.61
2679,1.0,9836.66,9836.66,9836.66
2680,1.0,0.0,0.0,0.0
2681,1.0,0.0,0.0,0.0
2682,1.0,550.0,638.0,638.0
2683,1.0,153.0,177.48,177.48
2684,1.0,780.0,904.8,904.8
2685,1.0,1687.27,1957.24,1957.24
2686,1.0,8840.0,10254.4,10254.4
2687,1.0,-1034.48,-1200.0,-1200.0
2688,1.0,360.35,418.01,418.01
2689,1.0,91.83,106.52,106.52
2690,1.0,815.02,945.42,945.42
2691,1.0,2427.45,2815.84,2815.84
2692,1.0,10500.0,12180.0,12180.0
2693,1.0,1530.0,1774.8,1774.8
2694,1.0,343.96,398.99,398.99
2695,1.0,20544.82,22599.3,22599.3
2696,1.0,2368.98,2748.02,2748.02
2697,1.0,11454.73,13287.49,13287.49
2698,1.0,328.0,380.48,380.48
2699,1.0,0.0,0.0,1723.65
2700,1.0,0.0,0.0,2089.9
2701,1.0,6660.0,6349.2,6349.2
2702,1.0,7013.66,8135.85,8135.85
2703,1.0,307.8,357.05,357.05
2704,1.0,71.74,83.22,83.22
2705,1.0,10000.0,11600.0,11600.0
2706,1.0,500.0,580.0,580.0
2707,1.0,3405.18,3950.01,3950.01
2708,1.0,0.0,0.0,0.0
2709,1.0,102.6,119.02,119.02
2710,1.0,0.0,0.0,0.0
2711,1.0,3960.0,4593.6,4593.6
2712,1.0,0.0,0.0,0.0
2713,1.0,0.0,0.0,0.0
2714,1.0,1192.5,1383.3,1383.3
2715,1.0,0.0,0.0,0.0
2716,1.0,0.0,0.0,0.0
2717,1.0,7500.0,8700.0,8700.0
2718,1.0,0.0,0.0,0.0
2719,1.0,13475.0,15631.0,15631.0
2720,1.0,177.68,206.1,206.1
2721,1.0,564.0,654.24,654.24
2722,1.0,9600.0,11136.0,11136.0
2723,1.0,1436.86,1666.75,1666.75
2724,1.0,7760.0,9001.6,9001.6
2725,1.0,4341.8,5036.49,5036.49
2726,1.0,602.25,698.61,698.61
2727,1.0,1955.0,2267.8,2267.8
2728,1.0,2547.1,2954.64,2954.64
2729,1.0,56.47,65.51,65.51
2730,1.0,2472.09,2472.09,2472.09
2731,1.0,79.32,92.01,92.01
2732,1.0,2398.0,2723.5,3027.0
2733,1.0,0.0,0.0,0.0
2734,1.0,1176.73,1365.01,1365.01
2735,1.0,327.59,380.0,380.0
2736,1.0,3200.0,3712.0,3712.0
2737,1.0,180.0,208.8,208.8
2738,1.0,0.0,0.0,0.0
2739,1.0,49.2,57.07,57.07
2740,1.0,1025.86,1190.0,1190.0
2741,1.0,0.0,0.0,0.0
2742,1.0,0.0,0.0,0.0
2743,1.0,1227.1,1423.44,1423.44
2744,1.0,1373.0,1592.68,1592.68
2745,1.0,288.93,335.16,335.16
2746,1.0,0.0,0.0,0.0
2747,1.0,928.5,1077.06,1077.06
2748,1.0,1130.0,1310.8,1310.8
2749,1.0,109.15,126.61,126.61
2750,1.0,4000.0,4640.0,4640.0
2751,1.0,4000.0,4640.0,4640.0
2752,1.0,1900.0,2204.0,2204.0
2753,1.0,44.0,51.04,51.04
2754,1.0,0.0,0.0,0.0
2755,1.0,0.0,0.0,0.0
2756,1.0,0.0,0.0,0.0
2757,1.0,710.0,823.6,823.6
2758,1.0,0.0,0.0,0.0
2759,1.0,0.0,0.0,0.0
2760,1.0,0.0,0.0,0.0
2761,1.0,10542.48,12229.28,12229.28
2762,1.0,11098.45,12208.29,12208.29
2763,1.0,0.0,0.0,1451.05
2764,1.0,1112.07,1290.0,1290.0
2765,1.0,14366.62,15803.28,15803.28
2766,1.0,0.0,0.0,0.0
2767,1.0,15000.0,17400.0,17400.0
2768,1.0,2755.46,3196.35,3196.35
2769,1.0,0.0,0.0,0.0
2770,1.0,84.07,97.52,97.52
2771,1.0,290.0,290.0,290.0
2772,1.0,1733.1,2010.41,2010.41
2773,1.0,2780.0,3224.8,3224.8
2774,1.0,-301.72,-350.0,-350.0
2775,1.0,4670.43,4695.69,4695.69
2776,1.0,205.6,238.5,238.5
2777,1.0,19492.02,21441.22,21441.22
2778,1.0,0.0,0.0,0.0
2779,1.0,0.0,0.0,0.0
2780,1.0,0.0,0.0,0.0
2781,1.0,0.0,0.0,0.0
2782,1.0,0.0,0.0,199.0
2783,1.0,20568.0,20658.88,20658.88
2784,1.0,0.0,0.0,0.0
2785,1.0,0.0,0.0,0.0
2786,1.0,0.0,0.0,0.0
2787,1.0,179.27,207.95,207.95
2788,1.0,2398.0,26693.32,26693.32
2789,1.0,179.55,208.28,208.28
2790,1.0,5200.0,6032.0,6032.0
2791,1.0,241.86,280.56,280.56
2792,1.0,144.7,167.85,167.85
2793,1.0,0.0,0.0,0.0
2794,1.0,0.0,0.0,0.0
2795,1.0,165.52,192.0,192.0
2796,1.0,7894.0,9157.04,9157.04
2797,1.0,108.0,108.0,108.0
2798,1.0,0.0,0.0,0.0
2799,1.0,0.0,0.0,0.0
2800,1.0,0.0,0.0,0.0
2801,1.0,15957.12,18510.26,18510.26
2802,1.0,490.0,568.4,568.4
2803,1.0,315.0,365.4,365.4
2804,1.0,5551.38,6439.6,6439.6
2805,1.0,5551.98,6440.3,6440.3
2806,1.0,0.0,0.0,0.0
2807,1.0,0.0,0.0,0.0
2808,1.0,0.0,0.0,0.0
2809,1.0,0.0,0.0,0.0
2810,1.0,85.78,99.5,99.5
2811,1.0,15016.96,15617.64,15617.64
2812,1.0,259.3,300.79,300.79
2813,1.0,181.8,210.89,210.89
2814,1.0,0.0,0.0,97.8
2815,1.0,473.28,549.01,549.01
2816,1.0,2182.49,2531.69,2531.69
2817,1.0,674.0,781.84,781.84
2818,1.0,4306.02,4994.98,4994.98
2819,1.0,360.0,417.6,417.6
2820,1.0,702.0,814.32,814.32
2821,1.0,0.0,0.0,0.0
2822,1.0,0.0,0.0,0.0
2823,1.0,2288.0,2654.08,2654.08
2824,1.0,0.0,0.0,0.0
2825,1.0,0.0,0.0,0.0
2826,1.0,0.0,0.0,0.0
2827,1.0,56.86,65.96,65.96
2828,1.0,103.22,119.73,119.73
2829,1.0,405.16,469.99,469.99
2830,1.0,160.0,185.6,185.6
2831,1.0,0.0,0.0,0.0
2832,1.0,120.75,136.73,136.73
2833,1.0,94.83,110.0,110.0
2834,1.0,0.0,0.0,0.0
2835,1.0,11764.07,12940.48,12940.48
2836,1.0,444.69,515.84,515.84
2837,1.0,142.5,165.3,165.3
2838,1.0,0.0,0.0,1537.1
2839,1.0,0.0,0.0,3616.6
2840,1.0,0.0,0.0,126.75
2841,1.0,343.97,399.0,399.0
2842,1.0,0.0,0.0,0.0
2843,1.0,15417.75,16959.52,16959.52
2844,1.0,2000.0,2320.0,2320.0
2845,1.0,5000.0,4766.66,4766.66
2846,1.0,0.0,0.0,0.0
2847,1.0,5700.0,6612.0,6612.0
2848,1.0,591.68,683.66,683.66
2849,1.0,1511.85,1737.72,1737.72
2850,1.0,103.92,120.55,120.55
2851,1.0,2200.0,2552.0,2552.0
2852,1.0,690.0,800.4,800.4
2853,1.0,394.82,457.99,457.99
2854,1.0,9600.0,11136.0,11136.0
2855,1.0,21286.37,23415.01,23415.01
2856,1.0,1537.92,1783.99,1783.99
2857,1.0,1586.21,1840.0,1840.0
2858,1.0,338.0,392.08,392.08
2859,1.0,384.5,446.02,446.02
2860,1.0,145.5,168.78,168.78
2861,1.0,2800.0,2800.0,2800.0
2862,1.0,279.1,323.76,323.76
2863,1.0,726.42,842.65,842.65
2864,1.0,116.15,134.73,134.73
2865,1.0,1207.46,1400.65,1400.65
2866,1.0,1210.4,1404.06,1404.06
2867,1.0,0.0,0.0,1009.2
2868,1.0,0.0,0.0,2411.8
2869,1.0,0.0,0.0,-229.0
2870,1.0,0.0,0.0,0.0
2871,1.0,2560.0,2969.6,2969.6
2872,1.0,0.0,0.0,0.0
2873,1.0,0.0,0.0,0.0
2874,1.0,865.57,1000.0,1000.0
2875,1.0,4449.6,5161.54,5161.54
2876,1.0,6660.0,6349.2,6349.2
2877,1.0,605.98,700.0,700.0
2878,1.0,928.0,1076.48,1076.48
2879,1.0,286.34,332.16,332.16
2880,1.0,0.0,0.0,0.0
2881,1.0,86.21,100.0,100.0
2882,1.0,20.7,24.02,24.02
2883,1.0,6746.46,7826.0,7826.0
